Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,btw_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_cancelled,avg_price_per_room,no_of_special_requests,booking_status
INN19419,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN19478,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN20236,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN20335,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN20504,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN20909,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN21069,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN21302,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN21894,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN22820,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN22834,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN22843,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN22854,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN22874,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN23191,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN23445,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN23569,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN23933,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN23974,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN24146,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN24207,2,0,0,1,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN24277,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN24517,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN24558,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN25074,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN25493,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN26007,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN26389,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN26750,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN26857,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN26967,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN27330,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN27611,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN27675,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN27724,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN28141,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN28212,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN28279,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN28355,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN28550,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,2,kept
INN28604,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN28667,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN29079,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN29138,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN29230,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN29515,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN29701,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN30164,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN30380,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN30991,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN31530,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN31643,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN32559,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN32942,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN33034,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN33283,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN33856,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN34060,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN34097,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN34150,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,87,0,kept
INN34226,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN34304,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN34587,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN35176,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN35215,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN35255,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN35487,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN35491,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN35721,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,109,0,kept
INN35869,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN35935,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN35982,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN35991,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,80,0,kept
INN36079,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,0,0,101.5,0,kept
INN03099,2,0,2,1,Not Selected,0,Room_Type 1,74,2018,6,26,0,0,0,91.5,1,kept
INN03957,2,0,2,0,Not Selected,0,Room_Type 1,74,2018,11,13,0,0,0,79.2,2,kept
INN05125,2,0,0,1,Not Selected,0,Room_Type 1,74,2018,4,8,0,0,0,85.5,0,cancelled
INN08141,2,0,0,2,Not Selected,0,Room_Type 1,74,2018,4,28,0,0,0,77.62,0,kept
INN14035,2,0,0,2,Not Selected,0,Room_Type 1,74,2018,6,10,0,0,0,116.1,1,kept
INN14050,2,0,1,4,Not Selected,0,Room_Type 1,74,2018,8,29,0,0,0,72.25,0,kept
INN18324,1,0,0,2,Not Selected,0,Room_Type 1,74,2018,6,17,0,0,0,116.1,0,cancelled
INN20157,2,0,2,4,Not Selected,0,Room_Type 1,74,2018,11,19,0,0,0,74.8,2,cancelled
INN23363,1,0,0,3,Not Selected,0,Room_Type 1,74,2018,11,9,0,0,0,133.8,2,kept
INN27111,2,0,1,2,Not Selected,0,Room_Type 1,74,2018,12,2,0,0,0,88.2,2,kept
INN27171,2,0,0,4,Not Selected,0,Room_Type 1,74,2018,8,9,0,0,0,107.1,1,kept
INN29524,2,1,2,5,Not Selected,0,Room_Type 1,74,2018,10,31,0,0,0,61.08,1,kept
INN30457,1,0,0,2,Not Selected,0,Room_Type 1,74,2018,10,27,0,0,0,80.1,3,kept
INN34682,2,0,1,3,Not Selected,0,Room_Type 1,74,2018,12,19,0,0,0,74.8,0,cancelled
INN00417,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2017,12,7,0,0,0,60,0,kept
INN01345,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN01432,3,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,5,22,0,0,0,115.85,2,kept
INN01975,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN02267,2,0,0,1,Meal Plan 1,0,Room_Type 4,75,2018,7,30,0,0,0,127.8,1,kept
INN02393,2,0,0,5,Meal Plan 1,0,Room_Type 1,75,2018,11,29,1,0,2,75,0,kept
INN03176,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,7,1,0,0,0,131.4,0,cancelled
INN04619,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN04646,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,4,25,0,0,0,75,0,kept
INN04943,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,4,15,0,0,0,97.33,1,cancelled
INN05168,2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2018,6,25,0,0,0,80.75,0,kept
INN05423,2,1,0,1,Meal Plan 1,0,Room_Type 1,75,2018,10,20,0,0,0,135,0,cancelled
INN05676,2,0,2,3,Meal Plan 1,0,Room_Type 4,75,2018,8,12,0,0,0,149.4,1,kept
INN05696,2,0,0,2,Meal Plan 1,0,Room_Type 4,75,2018,5,3,0,0,0,140.4,1,cancelled
INN06645,2,0,1,5,Meal Plan 1,0,Room_Type 2,75,2017,10,20,0,0,0,67.83,0,kept
INN06655,2,0,1,2,Meal Plan 1,0,Room_Type 2,75,2018,3,14,0,0,0,69.53,0,kept
INN06856,3,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,7,2,0,0,0,150.3,2,kept
INN06877,2,0,1,0,Meal Plan 1,0,Room_Type 1,75,2017,11,15,0,0,0,72.25,2,kept
INN07405,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN07577,1,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,70,0,cancelled
INN08343,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2017,12,9,0,0,0,65,1,kept
INN08607,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN08816,2,0,1,3,Meal Plan 1,0,Room_Type 4,75,2018,4,25,0,0,0,103.7,1,kept
INN08991,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,2018,10,22,0,0,0,112.79,1,cancelled
INN09291,2,2,0,3,Meal Plan 1,0,Room_Type 6,75,2018,4,14,0,0,0,157.6,0,cancelled
INN09641,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2017,11,16,0,0,0,52.85,1,kept
INN11085,2,0,1,1,Meal Plan 1,0,Room_Type 2,75,2018,3,21,0,0,0,78.15,0,kept
INN11341,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2017,12,9,0,0,0,65,0,kept
INN11753,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,2018,4,11,0,0,0,90.95,0,cancelled
INN11886,3,0,2,3,Meal Plan 1,0,Room_Type 4,75,2018,8,12,0,0,0,168.3,2,kept
INN11964,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2018,6,15,1,0,4,65,0,kept
INN11994,2,0,0,1,Meal Plan 1,1,Room_Type 1,75,2018,10,1,0,0,0,89.75,0,kept
INN12034,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,12,0,cancelled
INN12746,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,2,20,0,0,0,60,0,kept
INN13219,2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2018,6,26,0,0,0,80.75,0,kept
INN13359,1,0,0,3,Meal Plan 1,0,Room_Type 1,75,2018,6,16,0,0,0,130.5,1,kept
INN13887,3,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,10,8,0,0,0,151.2,1,kept
INN14635,2,0,1,1,Meal Plan 1,0,Room_Type 2,75,2018,3,21,0,0,0,78,0,kept
INN14931,2,0,0,4,Meal Plan 1,0,Room_Type 4,75,2018,9,14,0,0,0,149.4,3,kept
INN14969,2,1,2,3,Meal Plan 1,0,Room_Type 1,75,2018,4,29,0,0,0,135.15,0,cancelled
INN15054,2,0,1,5,Meal Plan 1,0,Room_Type 2,75,2017,10,20,0,0,0,67.83,0,kept
INN15104,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,4,11,0,0,0,90.95,1,kept
INN15118,2,0,0,4,Meal Plan 1,0,Room_Type 1,75,2018,4,26,0,0,0,75,0,kept
INN15265,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,2018,10,22,0,0,0,112.79,1,cancelled
INN15363,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,2018,4,4,0,0,0,87.55,1,kept
INN15413,2,0,2,3,Meal Plan 1,0,Room_Type 1,75,2018,4,1,0,0,0,82.45,0,cancelled
INN15483,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,9,17,0,0,0,80.75,0,kept
INN15667,2,0,2,4,Meal Plan 1,0,Room_Type 1,75,2018,12,21,0,0,0,88.4,1,kept
INN16355,2,1,2,0,Meal Plan 1,0,Room_Type 4,75,2018,10,2,0,0,0,96.78,1,kept
INN19399,1,0,2,3,Meal Plan 1,0,Room_Type 1,75,2018,10,30,0,0,0,84.96,2,kept
INN19641,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,2018,4,25,0,0,0,80.75,0,kept
INN19669,2,0,1,1,Meal Plan 1,0,Room_Type 1,75,2018,12,3,0,0,0,75,0,kept
INN20437,2,1,0,5,Meal Plan 1,0,Room_Type 1,75,2018,10,11,0,0,0,135,0,cancelled
INN20681,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN20695,3,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,11,7,0,0,0,157.25,3,kept
INN20784,1,0,0,4,Meal Plan 1,0,Room_Type 4,75,2018,3,22,0,0,0,108.45,0,kept
INN20935,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,9,26,0,0,0,135.9,3,kept
INN21009,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN21313,1,0,2,2,Meal Plan 1,0,Room_Type 4,75,2018,11,6,0,0,0,112.28,3,kept
INN21463,2,0,0,3,Meal Plan 1,0,Room_Type 4,75,2018,3,24,0,0,0,114.3,1,kept
INN21893,2,0,0,3,Meal Plan 1,0,Room_Type 1,75,2018,6,9,0,0,0,126.9,1,kept
INN22071,2,0,1,3,Meal Plan 1,0,Room_Type 4,75,2018,3,17,0,0,0,88.83,0,kept
INN22343,2,0,2,5,Meal Plan 1,0,Room_Type 1,75,2018,11,5,0,0,0,106.08,0,kept
INN22399,2,0,0,4,Meal Plan 1,1,Room_Type 4,75,2018,3,22,0,0,0,108.45,0,kept
INN22442,1,0,2,2,Meal Plan 1,0,Room_Type 2,75,2018,6,17,0,0,0,118.6,2,kept
INN22795,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN22880,2,1,2,5,Meal Plan 1,0,Room_Type 1,75,2018,10,14,0,0,0,135,2,cancelled
INN22942,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN23353,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,28,0,0,0,82.45,0,kept
INN23385,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,7,8,0,0,0,115.5,1,kept
INN23538,2,0,2,3,Meal Plan 1,0,Room_Type 1,75,2018,4,7,0,0,0,90.95,1,kept
INN23741,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,12,5,0,0,0,75,0,kept
INN23928,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,12,0,cancelled
INN24514,2,2,0,1,Meal Plan 1,1,Room_Type 6,75,2018,1,2,0,0,0,180.2,1,kept
INN24911,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,6,26,0,0,0,77.03,1,kept
INN24949,2,1,1,2,Meal Plan 1,0,Room_Type 1,75,2018,7,18,0,0,0,0,0,kept
INN25521,2,0,0,2,Meal Plan 1,0,Room_Type 4,75,2018,5,26,0,0,0,140.4,0,cancelled
INN25675,2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2018,4,24,0,0,0,75,0,kept
INN26009,2,1,0,1,Meal Plan 1,0,Room_Type 1,75,2018,9,16,0,0,0,152.1,2,kept
INN26608,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2017,10,31,0,0,0,76.5,1,cancelled
INN27310,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,5,2,0,0,0,140.4,1,cancelled
INN27365,1,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,7,11,0,0,0,123.3,0,cancelled
INN27371,3,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,11,18,0,0,0,126,2,kept
INN27934,1,0,2,5,Meal Plan 1,0,Room_Type 1,75,2018,3,19,0,0,0,74.68,0,kept
INN28113,2,1,0,3,Meal Plan 1,0,Room_Type 1,75,2017,7,28,0,0,0,91.38,0,kept
INN28125,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,2018,4,4,0,0,0,87.55,1,kept
INN28666,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,7,8,0,0,0,129,0,cancelled
INN28879,1,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,70,0,cancelled
INN28912,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN29093,1,0,0,2,Meal Plan 1,0,Room_Type 1,75,2017,12,9,0,0,0,65,0,kept
INN29489,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2018,6,15,1,1,6,65,0,kept
INN30135,3,0,3,6,Meal Plan 1,0,Room_Type 4,75,2018,5,9,0,0,0,150.45,0,kept
INN30139,2,0,1,1,Meal Plan 1,0,Room_Type 1,75,2018,9,17,0,0,0,80.75,0,kept
INN30153,3,0,2,1,Meal Plan 1,0,Room_Type 4,75,2018,8,13,0,0,0,168.3,0,cancelled
INN30646,2,0,2,0,Meal Plan 1,0,Room_Type 1,75,2018,8,14,0,0,0,135.9,0,cancelled
INN30797,2,0,0,4,Meal Plan 1,0,Room_Type 1,75,2018,3,30,0,0,0,82.45,0,cancelled
INN30805,2,0,0,4,Meal Plan 1,0,Room_Type 1,75,2018,4,5,0,0,0,88.83,0,kept
INN30906,2,0,0,1,Meal Plan 1,0,Room_Type 2,75,2018,7,27,0,0,0,97.54,0,kept
INN31526,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,6,20,0,0,0,80.75,1,kept
INN31878,3,0,0,3,Meal Plan 1,1,Room_Type 1,75,2018,4,7,0,0,0,128.7,2,kept
INN32207,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN32350,2,0,1,1,Meal Plan 1,0,Room_Type 1,75,2017,7,6,0,0,0,76.5,1,cancelled
INN32490,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN33201,2,0,1,3,Meal Plan 1,1,Room_Type 1,75,2018,3,28,0,0,0,91.45,0,kept
INN33434,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN33568,2,1,2,5,Meal Plan 1,0,Room_Type 1,75,2018,7,23,0,0,0,123.3,0,cancelled
INN33898,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,0,0,0,80,0,cancelled
INN33961,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,11,18,0,0,0,93.6,2,kept
INN34548,2,0,2,4,Meal Plan 1,0,Room_Type 1,75,2018,6,8,0,0,0,80.75,0,kept
INN34685,2,0,0,2,Meal Plan 1,0,Room_Type 4,75,2018,5,3,0,0,0,140.4,1,cancelled
INN34746,3,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,10,8,0,0,0,151.2,1,kept
INN35239,2,0,2,3,Meal Plan 1,0,Room_Type 1,75,2018,4,1,0,0,0,82.45,1,kept
INN35692,0,2,2,1,Meal Plan 1,0,Room_Type 2,75,2018,3,19,0,0,0,78,0,cancelled
INN35907,3,0,0,1,Meal Plan 1,0,Room_Type 4,75,2018,7,30,0,0,0,146.7,1,kept
INN02645,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN03869,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN03972,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN04501,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN08096,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN08425,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN09234,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN13789,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN14131,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN17501,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN19184,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN21017,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN22258,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN23029,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN23592,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN26404,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN27766,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN29418,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN30269,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN33009,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN34020,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN35207,2,0,2,2,Meal Plan 2,0,Room_Type 1,75,2018,12,24,0,0,0,120.7,2,kept
INN35696,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN36117,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,0,0,105,0,cancelled
INN00547,2,0,2,2,Not Selected,0,Room_Type 1,75,2018,12,2,0,0,0,74.8,1,kept
INN01350,2,0,1,1,Not Selected,0,Room_Type 1,75,2018,11,12,0,0,0,79.2,1,kept
INN02205,2,0,0,3,Not Selected,0,Room_Type 1,75,2018,11,17,0,0,0,79.2,3,kept
INN07388,2,0,1,1,Not Selected,0,Room_Type 1,75,2018,5,9,0,0,0,116.1,0,cancelled
INN10581,2,0,2,0,Not Selected,0,Room_Type 1,75,2018,4,17,0,0,0,90,0,kept
INN11645,2,0,0,2,Not Selected,0,Room_Type 1,75,2018,3,15,0,0,0,67.5,0,kept
INN13255,2,0,2,0,Not Selected,0,Room_Type 1,75,2018,4,17,0,0,0,99,0,kept
INN16070,2,0,1,2,Not Selected,0,Room_Type 1,75,2018,4,18,0,0,0,72.25,0,kept
INN16545,2,0,1,2,Not Selected,0,Room_Type 1,75,2018,4,11,0,0,0,85.5,1,cancelled
INN16872,2,0,0,2,Not Selected,0,Room_Type 1,75,2018,3,17,0,0,0,72,0,cancelled
INN19683,2,0,1,1,Not Selected,0,Room_Type 1,75,2018,6,4,0,0,0,89.28,0,kept
INN20356,2,0,2,2,Not Selected,0,Room_Type 1,75,2018,12,2,0,0,0,74.8,1,kept
INN30573,2,0,2,2,Not Selected,0,Room_Type 1,75,2018,7,10,0,0,0,99,1,kept
INN31624,2,0,1,4,Not Selected,0,Room_Type 1,75,2018,11,2,0,0,0,79.2,2,kept
INN00226,2,0,0,2,Meal Plan 1,0,Room_Type 1,76,2018,4,1,0,0,0,87.3,1,kept
INN00414,3,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,5,29,0,0,0,150.45,0,cancelled
INN00778,2,0,0,1,Meal Plan 1,0,Room_Type 4,76,2018,7,2,0,0,0,131.4,0,cancelled
INN01076,2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,20,0,0,0,110.15,1,kept
INN01279,1,0,0,3,Meal Plan 1,0,Room_Type 1,76,2017,9,15,0,0,0,64.6,0,kept
INN01313,2,0,0,2,Meal Plan 1,1,Room_Type 1,76,2017,10,13,0,0,0,98.25,1,kept
INN01683,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,2018,10,10,0,0,0,120,0,cancelled
INN01928,2,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,4,30,0,0,0,132.6,0,kept
INN02094,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2017,7,7,0,0,0,76.5,1,cancelled
INN02214,2,1,2,4,Meal Plan 1,0,Room_Type 1,76,2018,10,12,0,0,0,135,1,cancelled
